Title,Category
Saint Mike: A Novel (Harper Novel of Suspense),"Fiction , Mystery & Detective , General"
Haunts,"Fiction , Mystery & Detective , General"
Dead Giveaway,"Fiction , Mystery & Detective , General"
The Christmas Crimes at Puzzel Manor,"Fiction , Mystery & Detective , General"
C.B. Greenfield: The Piano Bird,"Fiction , Mystery & Detective , General"
Fire Lake,"Fiction , Mystery & Detective , General"
A Grave Without Flowers,"Fiction , Mystery & Detective , General"
Nobody here by that name,"Fiction , Mystery & Detective , General"
California Roll,"Fiction , Mystery & Detective , General"
"The Ghost Of Major Pryor: A Novel of Murder in the Montana Territory, 1870","Fiction , Mystery & Detective , General"
Ghosts,"Fiction , Mystery & Detective , General"
A legacy from Tenerife,"Fiction , Mystery & Detective , General"
MacPherson's Lament (Elizabeth MacPherson),"Fiction , Mystery & Detective , Women Sleuths"
Burn Marks (V.I. Warshawski),"Fiction , Mystery & Detective , General"
Skeleton-in-Waiting,"Fiction , Mystery & Detective , General"
The Cavalier Case - A Jemima Shore Mystery,"Fiction , Mystery & Detective , General"
One Fell Sloop,"Fiction , Mystery & Detective , General"
Final Closing,"Fiction , Mystery & Detective , Women Sleuths"
The Christie Caper,"Fiction , Mystery & Detective , General"
Prime Cut,"Fiction , Mystery & Detective , Women Sleuths"
God Save the Queen,"Fiction , Mystery & Detective , General"
Fadeaway,"Fiction , Mystery & Detective , General"
Oxford Blood,"Fiction , Mystery & Detective , Women Sleuths"
Drover,"Fiction , Mystery & Detective , General"
Where the Truth Lies: A Novel of Glamour and Murder in Hollywood,"Fiction , Mystery & Detective , General"
Another Part of the City,"Fiction , Mystery & Detective , General"
Raven's Longest Night,"Fiction , Mystery & Detective , General"
McNally's Alibi (Archy McNally Novels),"Fiction , Mystery & Detective , General"
Every Brilliant Eye (The Amos Walker Series #6),"Fiction , Mystery & Detective , General"
So Small a Carnival,"Fiction , Mystery & Detective , General"
Felix in the Underworld,"Fiction , Mystery & Detective , Traditional"
The Spring Cleaning Murders (Ellie Haskell Mystery),"Fiction , Mystery & Detective , Women Sleuths"
An Instance of the Fingerpost,"Fiction , Mystery & Detective , Traditional"
"Hush, Money","Fiction , Mystery & Detective , General"
The Gondola Scam,"Fiction , Mystery & Detective , General"
The Butter Did It: A Gastronomic Tale of Love and Murder,"Fiction , Mystery & Detective , General"
The Blind Search,"Fiction , Mystery & Detective , General"
High Fall (Kiernan O'Shaugnessy Mystery),"Fiction , Mystery & Detective , General"
Sudden Exposure (Jill Smith Mystery),"Fiction , Mystery & Detective , General"
Aunt Dimity: Detective,"Fiction , Mystery & Detective , General"
Raven's shadow,"Fiction , Mystery & Detective , General"
Message from Malaga,"Fiction , Mystery & Detective , General"
Crimson Joy,"Fiction , Mystery & Detective , Hard-Boiled"
Kill Me Again: A Scott Elliott Mystery (Scott Elliott Mysteries),"Fiction , Mystery & Detective , General"
One More Sunday,"Fiction , Mystery & Detective , General"
Who Killed the Robins Family?: And Where and When and How and Why Did They Die?,"Fiction , Mystery & Detective , General"
Red herrings,"Fiction , Mystery & Detective , General"
Poodle Springs,"Fiction , Mystery & Detective , General"
"Foul Matter (Ribs of Death, Book 2)","Fiction , Mystery & Detective , General"
The Face Behind the Mask: A Novel,"Fiction , Mystery & Detective , General"
Strip Search: A Gabe Wager Mystery,"Fiction , Mystery & Detective , General"
Life's Work,"Fiction , Mystery & Detective , General"
The Revenge of the Hound (Sherlock Holmes Mystery),"Fiction , Mystery & Detective , Hard-Boiled"
MISSING MADONNA,"Fiction , Mystery & Detective , General"
Timor Mortis,"Fiction , Mystery & Detective , General"
Dead Ernest,"Fiction , Mystery & Detective , General"
The miser,"Fiction , Mystery & Detective , General"
The Grilling Season,"Fiction , Mystery & Detective , General"
The Main Corpse,"Fiction , Mystery & Detective , General"
The Quiet Assassin,"Fiction , Mystery & Detective , General"
The Five Bells and Bladebone,"Fiction , Mystery & Detective , General"
An Isolated Incident,"Fiction , Mystery & Detective , Women Sleuths"
Hardball,"Fiction , Mystery & Detective , General"
Devices and Desires (Inspector Adam Dalgliesh),"Fiction , Mystery & Detective , General"
The Last Raven,"Fiction , Mystery & Detective , General"
Prelude to Terror,"Fiction , Mystery & Detective , General"
"Bishop in the Back Seat, The","Fiction , Mystery & Detective , General"
Free Fall in Crimson,"Fiction , Mystery & Detective , General"
The Conspiracy Club,"Fiction , Mystery & Detective , General"
The Wheat Field,"Fiction , Mystery & Detective , General"
Pale Kings and Princes,"Fiction , Mystery & Detective , Hard-Boiled"
The Copper Peacock and Other Stories,"Fiction , Mystery & Detective , General"
Grave Witness,"Fiction , Mystery & Detective , General"
The Honourable Schoolboy,"Fiction , Mystery & Detective , General"
Naked Once More (Jacqueline Kirby),"Fiction , Mystery & Detective , General"
Alpine Condo Crossfire,"Fiction , Mystery & Detective , General"
"Tickled to Death (Claire Malloy Mysteries, No. 9)","Fiction , Mystery & Detective , General"
The Whole Truth,"Fiction , Mystery & Detective , General"
"Flashback (Barr, Nevada)","Fiction , Mystery & Detective , General"
"Mary, Mary","Fiction , Mystery & Detective , General"
"Drop Dead, My Lovely","Fiction , Mystery & Detective , Hard-Boiled"
The Killing of Katie Steelstock,"Fiction , Mystery & Detective , General"
First Offense,"Fiction , Mystery & Detective , General"
"Bum Steer (Jenny Cain Mysteries, No. 6)","Fiction , Mystery & Detective , General"
Shadow of Death,"Fiction , Mystery & Detective , General"
Chasing Cezanne,"Fiction , Mystery & Detective , General"
Murder at the National Gallery,"Fiction , Mystery & Detective , General"
Day of Wrath: A Mystery,"Fiction , Mystery & Detective , Collections & Anthologies"
At End of Day,"Fiction , Mystery & Detective , General"
Rainbow's End,"Fiction , Mystery & Detective , General"
Savings and Loam: An Andrew Broom Mystery,"Fiction , Mystery & Detective , General"
"Letter From Home (Hart, Carolyn G)","Fiction , Mystery & Detective , Women Sleuths"
New Orleans Beat,"Fiction , Mystery & Detective , General"
The Old Contemptibles,"Fiction , Mystery & Detective , General"
Pastime,"Fiction , Mystery & Detective , Hard-Boiled"
Paper Doll,"Fiction , Mystery & Detective , Hard-Boiled"
Problem of the Missing Miss,"Fiction , Mystery & Detective , Traditional"
Taming a Sea-Horse,"Fiction , Mystery & Detective , Hard-Boiled"
Crescent City Kill (Skip Langdon Novels),"Fiction , Mystery & Detective , General"
Bogmail,"Fiction , Mystery & Detective , General"
The Sins of the Wolf,"Fiction , Mystery & Detective , General"
Until Proven Innocent,"Fiction , Mystery & Detective , General"
The Last Best Hope (Matthew Hope Mysteries),"Fiction , Mystery & Detective , General"
Murder at the National Cathedral,"Fiction , Mystery & Detective , General"
Critical Mass,"Fiction , Mystery & Detective , General"
Gladly the Cross-Eyed Bear (Matthew Hope Mysteries),"Fiction , Mystery & Detective , General"
Contents Under Pressure: A Novel of Suspense,"Fiction , Mystery & Detective , General"
The Burned Woman,"Fiction , Mystery & Detective , General"
Murder in the Smithsonian: A Novel,"Fiction , Mystery & Detective , General"
English Country House Murders: Classic Crime Fiction of Britain's Upper Crust,"Fiction , Mystery & Detective , General"
Room 9,"Fiction , Mystery & Detective , General"
Small Vices (Spenser Mystery),"Fiction , Mystery & Detective , Police Procedural"
Bishop As Pawn,"Fiction , Mystery & Detective , General"
Gideon's Drive,"Fiction , Mystery & Detective , General"
Still Among the Living,"Fiction , Mystery & Detective , General"
Peeping Thomas,"Fiction , Mystery & Detective , General"
Send Bygraves,"Fiction , Mystery & Detective , General"
Mitigating Circumstances,"Fiction , Mystery & Detective , Police Procedural"
"Marco Polo, If You Can","Fiction , Mystery & Detective , General"
And Baby Will Fall,"Fiction , Mystery & Detective , General"
"Black Girl, White Girl","Fiction , Mystery & Detective , General"
And Soon I'll Come to Kill You,"Fiction , Mystery & Detective , General"
Coming Home,"Fiction , Mystery & Detective , General"
Copper Gold,"Fiction , Mystery & Detective , General"
Knockout Mouse: A Bill Damen Mystery (Silicon Valley Mysteries),"Fiction , Mystery & Detective , General"
Great Detectives,"Fiction , Mystery & Detective , General"
The Horse You Came in On,"Fiction , Mystery & Detective , General"
The Stargazey,"Fiction , Mystery & Detective , Traditional"
The Murder Book,"Fiction , Mystery & Detective , General"
The Cat Who Knew Shakespeare,"Fiction , Mystery & Detective , General"
Danger Zones,"Fiction , Mystery & Detective , General"
CONFESSION,"Fiction , Mystery & Detective , General"
Murder at Kennedy Center,"Fiction , Mystery & Detective , General"
A Traitor to Memory,"Fiction , Mystery & Detective , General"
Beasts,"Fiction , Mystery & Detective , General"
A City of Strangers,"Fiction , Mystery & Detective , General"
Simisola,"Fiction , Mystery & Detective , General"
Road Rage,"Fiction , Mystery & Detective , General"
How I Spent My Summer Vacation,"Fiction , Mystery & Detective , General"
The Lonely Silver Rain,"Fiction , Mystery & Detective , General"
Death at the Cut,"Fiction , Mystery & Detective , General"
Rock Critic Murders,"Fiction , Mystery & Detective , General"
Night Ferry to Death (Rinehart Suspense Novel),"Fiction , Mystery & Detective , General"
Murder in the CIA,"Fiction , Mystery & Detective , General"
A Wild And Lonely Place: A Sharon McCone Mystery,"Fiction , Mystery & Detective , General"
The Broken Promise Land,"Fiction , Mystery & Detective , General"
Trophies and Dead Things,"Fiction , Mystery & Detective , General"
Dead Famous: A Mallory Novel,"Fiction , Mystery & Detective , General"
The First Law: An Abe Glitsky/Dismas Hardy Mystery,"Fiction , Mystery & Detective , General"
"Red, White, and Blue: A Novel","Fiction , Mystery & Detective , General"
MURDER AT SAN SIMEON: A Novel of Suspense (Lisa Drew Books),"Fiction , Mystery & Detective , General"
The Wabash Factor,"Fiction , Mystery & Detective , General"
Smiley's People,"Fiction , Mystery & Detective , General"
Birdman: A Novel,"Fiction , Mystery & Detective , General"
Someone Is Killing the Great Chefs of America,"Fiction , Mystery & Detective , General"
In the Dead of Summer (An Amanda Pepper Mystery),"Fiction , Mystery & Detective , General"
Going Wrong,"Fiction , Mystery & Detective , General"
Jemima Shore's First Case and Other Stories,"Fiction , Mystery & Detective , Women Sleuths"
McNally's Trial,"Fiction , Mystery & Detective , General"
Eminence,"Fiction , Mystery & Detective , General"
Corona Blue: An Angela Biwaban Mystery,"Fiction , Mystery & Detective , General"
Out on the Rim,"Fiction , Mystery & Detective , General"
Death in Summer,"Fiction , Mystery & Detective , General"
The Cat Who Blew the Whistle,"Fiction , Mystery & Detective , General"
STRANGLE HOLD: A Tom Bethany Mystery,"Fiction , Mystery & Detective , Hard-Boiled"
Bird Dog,"Fiction , Mystery & Detective , General"
The Body in the Attic: A Faith Fairchild Mystery (Faith Fairchild Mysteries),"Fiction , Mystery & Detective , General"
The Corporal Works of Murder: A Sister Mary Helen Mystery (Sister Mary Helen Mysteries),"Fiction , Mystery & Detective , General"
A Hovering of Vultures,"Fiction , Mystery & Detective , General"
The Getaway Blues,"Fiction , Mystery & Detective , General"
Hardware: A Carlotta Carlyle Novel,"Fiction , Mystery & Detective , Women Sleuths"
A Crossworder's Gift,"Fiction , Mystery & Detective , General"
"Murder Walks the Plank (Death on Demand Mysteries, No. 15)","Fiction , Mystery & Detective , General"
Detective,"Fiction , Mystery & Detective , General"
McNally's Luck,"Fiction , Mystery & Detective , General"
Big Ugly,"Fiction , Mystery & Detective , General"
Bomber's Law: A Novel (John MacRae Books),"Fiction , Mystery & Detective , General"
Plain Brown Wrapper: An Alex Powell Novel,"Fiction , Mystery & Detective , General"
The General's Daughter,"Fiction , Mystery & Detective , General"
The Weight of Water,"Fiction , Mystery & Detective , General"
Sunshine and Shadow (Benni Harper Mystery),"Fiction , Mystery & Detective , Women Sleuths"
Location shots,"Fiction , Mystery & Detective , General"
Ring of Truth,"Fiction , Mystery & Detective , General"
The Best American Mystery Stories 2003 (The Best American Series),"Fiction , Mystery & Detective , General"
"McNally's Dare (Sanders, Lawrence)","Fiction , Mystery & Detective , General"
Night Watch: A Long Lost Adventure In Which Sherlock Holmes Meets FatherBrown,"Fiction , Mystery & Detective , Traditional"
Foggy Mountain Breakdown and Other Stories,"Fiction , Mystery & Detective , General"
Murder and chips,"Fiction , Mystery & Detective , General"
Catch a Fallen Angel,"Fiction , Mystery & Detective , General"
Cold Flat Junction (Emma Graham Series),"Fiction , Mystery & Detective , General"
Adam and Eve and Pinch Me,"Fiction , Mystery & Detective , General"
Bet Your Life,"Fiction , Mystery & Detective , General"
White Widow,"Fiction , Mystery & Detective , General"
Sherlock Holmes and the Secret Alliance,"Fiction , Mystery & Detective , General"
To the Nines: Stephanie Plum Novels,"Fiction , Mystery & Detective , Women Sleuths"
Dr. Death,"Fiction , Mystery & Detective , Police Procedural"
Naked Prey,"Fiction , Mystery & Detective , General"
The Phoenix,"Fiction , Mystery & Detective , Women Sleuths"
Truman's Spy (Zebra books),"Fiction , Mystery & Detective , General"
"Under Siege (Jake Grafton, Book 4)","Fiction , Mystery & Detective , General"
Son of a Gun: A Sydney Sloane Mystery,"Fiction , Mystery & Detective , Women Sleuths"
Famous Trials,"Fiction , Mystery & Detective , General"
Black Widower (A Rinehart Suspense Novel),"Fiction , Mystery & Detective , General"
Moghul Buffet (Soho Crime),"Fiction , Mystery & Detective , General"
P. D. James: Three Complete Novels,"Fiction , Mystery & Detective , General"
A Summer in the Twenties,"Fiction , Mystery & Detective , General"
Aunt Dimity Beats the Devil,"Fiction , Mystery & Detective , General"
Blacklist (V.I. Warshawski Novel),"Fiction , Mystery & Detective , Women Sleuths"
Locks and Cream Cheese,"Fiction , Mystery & Detective , General"
NIGHT & DAY: A Novel,"Fiction , Mystery & Detective , General"
Krazy Kat: A Novel in Five Panels,"Fiction , Mystery & Detective , General"
Nowhere,"Fiction , Mystery & Detective , General"
Mystery!: A Celebration : Stalking Public Television's Greatest Sleuths,"Fiction , Mystery & Detective , General"
Zombies of the Gene Pool (A Jay Omega Mystery),"Fiction , Mystery & Detective , General"
Die-Cast,"Fiction , Mystery & Detective , General"
The King Must Die: A Novel,"Fiction , Mystery & Detective , General"
Trouble in Transylvania (A Cassandra Reilly Mystery),"Fiction , Mystery & Detective , General"
Riptide,"Fiction , Mystery & Detective , General"
No Saving Grace,"Fiction , Mystery & Detective , General"
Driven to Murder,"Fiction , Mystery & Detective , General"
The molehill file,"Fiction , Mystery & Detective , General"
Sacrificial Ground,"Fiction , Mystery & Detective , General"
Money Leads to Murder,"Fiction , Mystery & Detective , General"
Show and Tell,"Fiction , Mystery & Detective , Women Sleuths"
The Rivals of Sherlock Holmes,"Fiction , Mystery & Detective , General"
Game of Sudden Death,"Fiction , Mystery & Detective , General"
O Is for Outlaw,"Fiction , Mystery & Detective , Women Sleuths"
The Cat Who Smelled a Rat,"Fiction , Mystery & Detective , General"
Blood Lure,"Fiction , Mystery & Detective , Women Sleuths"
Deepwater (Crime Club),"Fiction , Mystery & Detective , General"
The Right To Sing The Blues (Alo Nudger Mystery),"Fiction , Mystery & Detective , General"
Bakers Dozen: 13 Short Espionage Stories,"Fiction , Mystery & Detective , General"
Dancing Bear,"Fiction , Mystery & Detective , Hard-Boiled"
Morality Play (Norton Paperback Fiction),"Fiction , Mystery & Detective , General"
Nice Girls Finish Last (Robin Hudson Mysteries #2),"Fiction , Mystery & Detective , Women Sleuths"
UP NEXT,"Fiction , Mystery & Detective , Women Sleuths"
Buttons and Foes: A Mandy Dyer Mystery (Mandy Dyer Mysteries),"Fiction , Mystery & Detective , General"
The Moment She Was Gone: A Novel,"Fiction , Mystery & Detective , General"
A Body to Die For,"Fiction , Mystery & Detective , General"
Mistletoe Man (A China Bayles Mystery),"Fiction , Mystery & Detective , Women Sleuths"
Blow Fly,"Fiction , Mystery & Detective , General"
Transgressions: Ten Brand-New Novellas,"Fiction , Mystery & Detective , General"
Buried in Baltimore,"Fiction , Mystery & Detective , Women Sleuths"
Murder Among Friends,"Fiction , Mystery & Detective , General"
Inadmissible Evidence,"Fiction , Mystery & Detective , General"
Death Below Deck,"Fiction , Mystery & Detective , General"
The Fourth Codex,"Fiction , Mystery & Detective , General"
Prayers for the Dead: A Peter Decker/Rina Lazarus Novel (Peter Decker & Rina Lazarus Novels),"Fiction , Mystery & Detective , General"
Murder on the Potomac: A New Capital Crimes Mystery,"Fiction , Mystery & Detective , General"
FLASHPOINT: A CARLOTTA CARLYLE MYSTERY (Carlotta Carlyle Mysteries),"Fiction , Mystery & Detective , Women Sleuths"
Gideon's Men,"Fiction , Mystery & Detective , General"
Photographing Fairies,"Fiction , Mystery & Detective , General"
Ex-Libris,"Fiction , Mystery & Detective , General"
If Looks Could Kill,"Fiction , Mystery & Detective , General"
Come Morning,"Fiction , Mystery & Detective , General"
The Undertaker's Widow,"Fiction , Mystery & Detective , General"
Ten Big Ones (Stephanie Plum Novels),"Fiction , Mystery & Detective , Women Sleuths"
Beauty Dies,"Fiction , Mystery & Detective , General"
Leap of Faith (Blaine Stewart Mystery),"Fiction , Mystery & Detective , General"
Thunder,"Fiction , Mystery & Detective , General"
The Art of Breaking Glass: A Thriller,"Fiction , Mystery & Detective , General"
Time Expired,"Fiction , Mystery & Detective , General"
Duplicate Keys,"Fiction , Mystery & Detective , General"
Biting the Moon,"Fiction , Mystery & Detective , General"
Moon Music: A Novel,"Fiction , Mystery & Detective , Women Sleuths"
The Burglar Who Traded Ted Williams: A Bernie Rhodenbarr Mystery,"Fiction , Mystery & Detective , General"
A Cat on Stage Left: An Alice Nestleton Mystery,"Fiction , Mystery & Detective , General"
Cold Iron: A Henri Castang Mystery,"Fiction , Mystery & Detective , General"
Southampton Row (Charlotte & Thomas Pitt Novels),"Fiction , Mystery & Detective , General"
Night Train to Memphis,"Fiction , Mystery & Detective , General"
A Little Yellow Dog: An Easy Rawlins Mystery (Easy Rawlins Mysteries),"Fiction , Mystery & Detective , General"
Harm's Way (Alan Gregory),"Fiction , Mystery & Detective , General"
"Southern Ghost (Death on Demand Mysteries, No. 8)","Fiction , Mystery & Detective , General"
Misdemeanor Man: A Novel,"Fiction , Mystery & Detective , General"
The Oracle - A Novel -,"Fiction , Mystery & Detective , General"
Details at Ten,"Fiction , Mystery & Detective , Women Sleuths"
"Sugarplum Dead (Death on Demand Mysteries, No. 12)","Fiction , Mystery & Detective , Women Sleuths"
The Mulberry Tree,"Fiction , Mystery & Detective , General"
Death of the Party,"Fiction , Mystery & Detective , General"
Dead Ringer,"Fiction , Mystery & Detective , Women Sleuths"
A Stolen Tongue,"Fiction , Mystery & Detective , General"
Long Time No See: A Novel,"Fiction , Mystery & Detective , Women Sleuths"
An Imperfect Spy (Kate Fansler Novels),"Fiction , Mystery & Detective , General"
Jolie Blon's Bounce: A Novel,"Fiction , Mystery & Detective , General"
The Hanged Man's Song (Kidd and LuEllen),"Fiction , Mystery & Detective , General"
DESIGNER CRIMES: A LAURA DI PALMA MYSTERY,"Fiction , Mystery & Detective , General"
Graves in Academe,"Fiction , Mystery & Detective , General"
Murder With Muskets,"Fiction , Mystery & Detective , General"
Cosi Fan Tutti: An Aurelio Zen Mystery,"Fiction , Mystery & Detective , Police Procedural"
The General,"Fiction , Mystery & Detective , General"
The Penny Ferry,"Fiction , Mystery & Detective , General"
"Knit One, Drop One","Fiction , Mystery & Detective , General"
Close-up on death,"Fiction , Mystery & Detective , General"
Pious Deception,"Fiction , Mystery & Detective , General"
10-lb. Penalty,"Fiction , Mystery & Detective , General"
Our Fathers' Shadows,"Fiction , Mystery & Detective , General"
The Body in the Big Apple (Faith Fairchild Mysteries),"Fiction , Mystery & Detective , General"
The Angel of Darkness,"Fiction , Mystery & Detective , General"
The Habit of Widowhood,"Fiction , Mystery & Detective , General"
DEVIL'S WALTZ (Alex Delaware Novels),"Fiction , Mystery & Detective , General"
Waterman,"Fiction , Mystery & Detective , General"
Honest Doubt (Kate Fansler Novels),"Fiction , Mystery & Detective , General"
The Perfect Witness,"Fiction , Mystery & Detective , General"
Fugitive Nights,"Fiction , Mystery & Detective , Police Procedural"
"Until the Last Dog Dies (Joe Box Mystery Series, Book 1)","Fiction , Mystery & Detective , General"
You Only Die Twice: A Novel (Britt Montero Mysteries),"Fiction , Mystery & Detective , General"
Timothy's Game,"Fiction , Mystery & Detective , General"
The White Zone (A Viking Novel of Mystery and Suspense),"Fiction , Mystery & Detective , General"
Murder at Midnight: An Eleanor Roosevelt Mystery,"Fiction , Mystery & Detective , General"
The Killing Man,"Fiction , Mystery & Detective , Hard-Boiled"
The Scold's Bridle,"Fiction , Mystery & Detective , Traditional British"
Murder in the Napa Valley,"Fiction , Mystery & Detective , General"
The Clinic,"Fiction , Mystery & Detective , General"
Fat Ollie's Book: A Novel of the 87th Precinct,"Fiction , Mystery & Detective , General"
Dirty Work: A Stone Barrington Novel,"Fiction , Mystery & Detective , General"
Both Ends of the Night,"Fiction , Mystery & Detective , General"
Blood Acre,"Fiction , Mystery & Detective , General"
Samaritan,"Fiction , Mystery & Detective , General"
The Seduction,"Fiction , Mystery & Detective , General"
"The West End Horror: A Posthumous Memoir of John H. Watson, M.D.","Fiction , Mystery & Detective , Traditional"
Where There's Smoke,"Fiction , Mystery & Detective , General"
The Serpent's Mark,"Fiction , Mystery & Detective , General"
Further Five-minute Mysteries: 36 New Cases Of Murder And Mayhem For You To Solve,"Fiction , Mystery & Detective , General"
Hit List,"Fiction , Mystery & Detective , General"
The Babes in the Wood: A Chief Inspector Wexford Mystery,"Fiction , Mystery & Detective , General"
Knight & Day,"Fiction , Mystery & Detective , General"
Curtain,"Fiction , Mystery & Detective , Traditional"
Till the Butchers Cut Him Down,"Fiction , Mystery & Detective , General"
Total Control,"Fiction , Mystery & Detective , General"
"Jinxed (Regan Reilly Mysteries, No. 6)","Fiction , Mystery & Detective , Women Sleuths"
Cop-Out,"Fiction , Mystery & Detective , General"
Deck the Halls,"Fiction , Mystery & Detective , Women Sleuths"
The Collected Stories of Amanda Cross,"Fiction , Mystery & Detective , Women Sleuths"
