Title,Category
"Micah (Anita Blake, Vampire Hunter, Book 13)","Fiction , Fantasy , General"
Gathering Blue,"Young Adult Fiction , Fantasy , General"
The Ropemaker (Ropemaker Series),"Young Adult Fiction , Fantasy , General"
Rebel Angels (The Gemma Doyle Trilogy Book #2),"Young Adult Fiction , Fantasy , General"
The High Kings,"Fiction , Fantasy , Historical"
The Stolen Child: A Novel,"Fiction , Fantasy , General"
"Twilight (The Twilight Saga, Book 1)","Young Adult Fiction , Fantasy , General"
"Priestess of Avalon (Avalon, Book 4)","Fiction , Fantasy , Historical"
They Called Her Mrs Doc (Women of the West #5),"Fiction , Fantasy , Historical"
Knights of the Blood (Knights of Blood),"Fiction , Fantasy , Contemporary"
"Confessor: Chainfire Trilogy, Part 3 (Sword Of Truth, Book 11)","Fiction , Fantasy , Epic"
"The Born Queen (Kingdoms of Thorn and Bone, Book 4)","Fiction , Fantasy , Epic"
The Forever Kiss,"Fiction , Romance , Fantasy"
East,"Young Adult Fiction , Fantasy , General"
Mad Kestrel,"Fiction , Fantasy , General"
Rage of a Demon King (Serpentwar Saga),"Fiction , Fantasy , General"
"Acheron (Dark-Hunter, Book 12)","Fiction , Romance , Fantasy"
The Barbed Rose (The One Rose),"Fiction , Fantasy , General"
Blue is for Nightmares (Stolarz Series),"Young Adult Fiction , Fantasy , General"
"Brisingr, or The Seven Promises of Eragon Shadeslayer and Saphira Bjartskular. Inheritance. Book Three","Young Adult Fiction , Fantasy , Epic"
Dead Is So Last Year,"Young Adult Fiction , Fantasy , General"
Owlsight (Darian's Tale),"Fiction , Fantasy , General"
Swallowing Darkness,"Fiction , Fantasy , Contemporary"
"Chainfire: Chainfire Trilogy, Part 1 (Sword of Truth, Book 9)","Fiction , Fantasy , Epic"
"Son of a Witch: A Novel (Wicked Years, 2)","Fiction , Fantasy , General"
The Things That Are Not There (1) (Teddy London series),"Fiction , Fantasy , Collections & Anthologies"
"Angel of Mercy (Mercy Hollings, Book 2)","Fiction , Fantasy , Contemporary"
Touch the Dark (Cassandra Palmer),"Fiction , Fantasy , General"
"The Queen's Bastard (The Inheritors' Cycle, Book 1)","Fiction , Romance , Fantasy"
"A Caress of Twilight (Meredith Gentry, Book 2)","Fiction , Fantasy , General"
Black Light,"Fiction , Fantasy , General"
The Changeling Bride,"Fiction , Romance , Fantasy"
"The Harsh Cry of the Heron: The Last Tale of the Otori (Tales of the Otori, Book 4)","Fiction , Fantasy , Epic"
Unleashed,"Fiction , Romance , Fantasy"
Sunshine,"Fiction , Fantasy , General"
The Flame and the Shadow,"Fiction , Romance , Fantasy"
Neanderthal,"Fiction , Fantasy , Contemporary"
The Hero and the Crown,"Fiction , Fantasy , General"
Hell On Heels (Satan's Heirs),"Fiction , Romance , Fantasy"
Unusual Suspects: Stories of Mystery & Fantasy,"Fiction , Fantasy , Collections & Anthologies"
Mean Streets,"Fiction , Fantasy , Paranormal"
The Reformed Vampire Support Group,"Young Adult Fiction , Fantasy , General"
"The Two Swords (Drizzt ""4: Paths of Darkness"") (The Hunter's Blades Trilogy, Book 3)","Young Adult Fiction , Fantasy , General"
Lord Brocktree: A Novel of Redwall,"Young Adult Fiction , Fantasy , General"
The Bellmaker: A Novel of Redwall,"Fiction , Fantasy , General"
"Spirit Gate (Crossroads, Book 1)","Fiction , Fantasy , Epic"
The Golden Tower: Book Two of the Warriors of Estavia,"Fiction , Fantasy , General"
The Reality Bug (4) (Pendragon),"Young Adult Fiction , Fantasy , General"
The Naming: The First Book of Pellinor (Pellinor Series),"Young Adult Fiction , Fantasy , General"
"A Multitude Of Monsters (The Exploits of Ebenezum, Bk. 2)","Fiction , Fantasy , General"
Irish Lace: A Nuala Anne McGrail Novel,"Fiction , Fantasy , Contemporary"
Old Magic,"Young Adult Fiction , Fantasy , General"
The Serpent and the Rose (The First Book of The War of the Rose),"Fiction , Fantasy , Epic"
"Soul of the City: Thieves' World, Book 8.","Fiction , Fantasy , General"
Red Sun of Darkover (Daw UE2330) (Darkover),"Fiction , Fantasy , Epic"
The Heirs of Hammerfell (Darkover),"Fiction , Fantasy , General"
Dragon Weather (Obsidian Chronicles),"Fiction , Fantasy , General"
"A Quick Bite (Argeneau Vampires, Book 1)","Fiction , Romance , Fantasy"
The Only One,"Fiction , Romance , Fantasy"
Book Of Shadows,"Fiction , Fantasy , General"
THE ARMOR OF LIGHT,"Fiction , Fantasy , Historical"
"The Drastic Dragon of Draco, Texas","Fiction , Fantasy , General"
The Christening Quest,"Fiction , Fantasy , General"
War of the Maelstrom,"Fiction , Fantasy , General"
Antrax (The Voyage of the Jerle Shannara),"Fiction , Fantasy , Epic"
"Running With the Demon (The Word and the Void Trilogy, Book 1)","Fiction , Fantasy , Contemporary"
"The Silent Tower (Windrose Chronicles, Book 1)","Fiction , Fantasy , General"
The Sorcerer's Lady,"Fiction , Fantasy , General"
The Rebirth of Wonder,"Fiction , Fantasy , General"
The Dark hand of Magic (Unschooled Wizard 3),"Fiction , Fantasy , General"
The Mark of the Cat,"Fiction , Fantasy , General"
A Tapestry of Magics,"Fiction , Fantasy , General"
The More I See You (de Piaget Family),"Fiction , Romance , Fantasy"
The Perfect Princess (Dragon Nimbus),"Fiction , Fantasy , General"
The Serpent's Tooth,"Fiction , Fantasy , General"
The Eye of the Hunter (Mithgar),"Fiction , Fantasy , Epic"
Black Trillium (Trillium Series),"Fiction , Fantasy , General"
"The Magicians of Night (Sun-Cross, Book 2)","Fiction , Fantasy , General"
Summon the Keeper (Keeper's Chronicles),"Fiction , Fantasy , Contemporary"
The Coelura,"Fiction , Fantasy , General"
The King of Ys: Roma Mater,"Fiction , Fantasy , General"
Web of Light,"Fiction , Fantasy , General"
Witch Blood,"Fiction , Fantasy , General"
Lost in a Good Book (A Thursday Next Novel),"Fiction , Fantasy , Contemporary"
Faerie Wars (Faerie Wars Chronicles),"Young Adult Fiction , Fantasy , General"
Exile's Honor (Valdemar),"Fiction , Fantasy , General"
"Ceres: Celestial Legend, Vol. 2: Yuhi","Comics & Graphic Novels , Fantasy"
"The Sweet Far Thing (Gemma Doyle, Book 3)","Young Adult Fiction , Fantasy , General"
"The Mirror of Worlds (Crown of the Isles, Vol. 2)","Fiction , Fantasy , Epic"
Traitor to the Blood (The Noble Dead),"Fiction , Fantasy , General"
"The Wizard Heir (The Heir Chronicles, 2)","Young Adult Fiction , Fantasy , General"
Now You See It . . .,"Young Adult Fiction , Fantasy , General"
The Book of Dead Days (Book of Dead Days Series),"Young Adult Fiction , Fantasy , Dark Fantasy"
"World's End (Age of Misrule, Book 1)","Fiction , Fantasy , General"
"The Ruins of Ambrai (Exiles, Vol. 1)","Fiction , Fantasy , General"
Dragon and Thief: The First Dragonback Adventure,"Young Adult Fiction , Fantasy , General"
The Sea of Trolls,"Young Adult Fiction , Fantasy , General"
The Cracked Throne,"Fiction , Fantasy , General"
Lamentation (The Psalms of Isaak),"Fiction , Fantasy , General"
Ill Met in the Arena,"Fiction , Fantasy , General"
Seeing Redd (The Looking Glass Wars),"Young Adult Fiction , Fantasy , General"
The Heirs of Hammerfell (Darkover),"Fiction , Fantasy , General"
Holder of Lightning: The Cloudmages #1,"Fiction , Fantasy , Epic"
The Princess and the Hound,"Young Adult Fiction , Fantasy , General"
Gravelight,"Fiction , Fantasy , Contemporary"
The Brass Dragon,"Fiction , Fantasy , Epic"
Witch & Curse (Wicked),"Young Adult Fiction , Fantasy , General"
Dragonborn,"Fiction , Romance , Fantasy"
The Lost City of Faar (2) (Pendragon),"Young Adult Fiction , Fantasy , General"
The Assassin King (The Symphony of Ages),"Fiction , Fantasy , Epic"
"Marked (House of Night, Book 1)","Young Adult Fiction , Fantasy , General"
Magic or Madness,"Young Adult Fiction , Fantasy , General"
Ashes of Britannia (Warrior Queen Series),"Fiction , Fantasy , Epic"
Vampire Academy,"Young Adult Fiction , Fantasy , General"
"Eldest (Inheritance Cycle, Book 2) (The Inheritance Cycle)","Young Adult Fiction , Fantasy , Epic"
"Untamed (House of Night, Book 4)","Young Adult Fiction , Fantasy , General"
Fortress of Eagles,"Fiction , Fantasy , General"
Treasures of Fantasy,"Fiction , Fantasy , General"
Illusion,"Fiction , Fantasy , General"
Touched By The Gods,"Fiction , Fantasy , Epic"
"Eldest, Limited Edition (Inheritance, Book 2)","Young Adult Fiction , Fantasy , General"
"Breaking Dawn (The Twilight Saga, Book 4)","Young Adult Fiction , Fantasy , General"
"Twilight (The Twilight Saga, Book 1)","Young Adult Fiction , Fantasy , General"
"The Wizard Heir (The Heir Chronicles, 2)","Young Adult Fiction , Fantasy , General"
Now You See It . . .,"Young Adult Fiction , Fantasy , General"
"A Knight of the Word (The Word and the Void Trilogy, Book 2)","Fiction , Fantasy , Contemporary"
The Seven Songs of Merlin (Lost Years Of Merlin),"Young Adult Fiction , Fantasy , General"
"The Outlanders (The Lon Tobyn Chronicle, Book 2)","Fiction , Fantasy , Epic"
Betrayed (A House of Night),"Young Adult Fiction , Fantasy , General"
"The Prophecy (Daughters of the Moon, Book 11) (Daughters of the Moon, 11)","Young Adult Fiction , Fantasy , General"
The Black Tattoo,"Young Adult Fiction , Fantasy , General"
Greenwitch,"Young Adult Fiction , Fantasy , General"
The Black Cauldron (The Chronicles of Prydain),"Young Adult Fiction , Fantasy , General"
"Twilight (The Twilight Saga, Book 1)","Young Adult Fiction , Fantasy , General"
The Pleasure Master,"Fiction , Romance , Fantasy"
Hidden City (The Tamuli),"Fiction , Fantasy , General"
"Chosen (The Lost Books, Book 1) (The Books of History Chronicles)","Young Adult Fiction , Fantasy , General"
"Angel Fire East (The Word and the Void Trilogy, Book 3)","Fiction , Fantasy , Contemporary"
The Fire Duke: Keepers of the Hidden Ways Book One,"Fiction , Fantasy , General"
Silver on the Tree (The Dark is Rising Sequence),"Young Adult Fiction , Fantasy , General"
Magic Street,"Fiction , Fantasy , Contemporary"
"Newton's Cannon (The Age of Unreason, Book 1)","Fiction , Fantasy , General"
"The Pagan Stone (Sign of Seven, Book 3)","Fiction , Romance , Fantasy"
Songsmith (Witch World Novels (Paperback Tor)),"Fiction , Fantasy , General"
"Ink Exchange (Wicked Lovely, 2)","Young Adult Fiction , Fantasy , General"
"Owlflight (Valdemar: Darian's Tale, Book 1)","Fiction , Fantasy , General"
Knight Life (Revised & Expanded Edition),"Fiction , Fantasy , Contemporary"
"Definitely Dead (Sookie Stackhouse/True Blood, Book 6)","Fiction , Fantasy , General"
The Map of Tolkien's Middle-earth: Map of Tolkien's Middle-earth,"Fiction , Fantasy , Epic"
An Angel for Emily,"Fiction , Romance , Fantasy"
Bad Moon Rising: A Dark-Hunter Novel (Dark-Hunter Novels),"Fiction , Fantasy , Paranormal"
Night World No. 2: Dark Angel; The Chosen; Soulmate (2),"Young Adult Fiction , Fantasy , General"
Death of a Darklord (The Ravenloft Covenant),"Fiction , Fantasy , General"
Primal Desires,"Fiction , Romance , Fantasy"
Heart of a Warrior (Ly-San-Ter Family),"Fiction , Romance , Fantasy"
Paper Mage,"Fiction , Fantasy , Historical"
"Seventh Son (Tales of Alvin Maker, Vol. I)","Fiction , Fantasy , General"
"The Summoner (Chronicles of the Necromancer, Book 1)","Fiction , Fantasy , Epic"
"Blood Drive (The Anna Strong Chronicles, Book 2)","Fiction , Fantasy , Contemporary"
Dime Store Magic (Women of the Otherworld),"Fiction , Fantasy , Contemporary"
"Evermore: The Immortals (The Immortals, 1)","Young Adult Fiction , Fantasy , General"
"A Kiss of Shadows (Meredith Gentry, Book 1)","Fiction , Fantasy , Paranormal"
"Mall, Mayhem & Magic","Fiction , Fantasy , General"
The Quartered Sea,"Fiction , Fantasy , General"
Heir to the Shadows,"Fiction , Fantasy , General"
"Midnight Awakening (The Midnight Breed, Book 3)","Fiction , Romance , Fantasy"
The Kingless Land (Band of Four),"Fiction , Fantasy , Epic"
The Accidental Sorcerer (Rogue Agent (1)),"Fiction , Fantasy , General"
Of Masques and Martyrs (Peter Octavian),"Fiction , Fantasy , General"
"Sins of the Night (Dark-Hunter, Book 8), Cover may vary","Fiction , Romance , Fantasy"
"Sword, Ring, and Chalice: The Sword","Fiction , Fantasy , Epic"
"The Glasswrights' Progress: The Glasswright's Progress, Book Two","Fiction , Fantasy , General"
Green Rider,"Fiction , Fantasy , General"
Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),"Fiction , Fantasy , General"
"After Dark (Ghost Hunters, Book 1)","Fiction , Romance , Fantasy"
"City of Ashes (The Mortal Instruments, Book 2)","Young Adult Fiction , Fantasy , General"
"City of Bones (The Mortal Instruments, Book 1)","Young Adult Fiction , Fantasy , General"
Rings of Ice,"Fiction , Fantasy , General"
"Iron Angel (Deepgate Codex, Book 2)","Fiction , Fantasy , General"
"Here, There Be Dragons (1) (Chronicles of the Imaginarium Geographica, The)","Young Adult Fiction , Fantasy , General"
Night World No. 1: Secret Vampire; Daughters of Darkness; Spellbinder,"Young Adult Fiction , Fantasy , General"
"Son of a Witch: A Novel (Wicked Years, 2)","Fiction , Fantasy , General"
"Kiss of Crimson (The Midnight Breed, Book 2)","Fiction , Romance , Fantasy"
"Blue Bloods (Blue Bloods, Book 1)","Young Adult Fiction , Fantasy , General"
Ninth Grade Slays,"Young Adult Fiction , Fantasy , Contemporary"
"Hunted (House of Night, Book 5)","Young Adult Fiction , Fantasy , General"
"Blue Moon (Nightcreature, Book 1)","Fiction , Romance , Fantasy"
"The Lone Drow (Drizzt ""4: Paths of Darkness"") (The Legend of Drizzt)","Young Adult Fiction , Fantasy , General"
"Blue Moon (Anita Blake, Vampire Hunter, Book 8)","Fiction , Fantasy , Contemporary"
Ships from the West,"Fiction , Fantasy , General"
Dead Witch Walking,"Fiction , Fantasy , General"
Into the Green,"Fiction , Fantasy , Contemporary"
Expiration Date,"Fiction , Fantasy , Historical"
"The Black Swan (Fairy Tale Series, Book 2)","Fiction , Fantasy , Epic"
The Black Rood,"Fiction , Fantasy , General"
"Dance of the Gods (The Circle Trilogy, Book 2)","Fiction , Romance , Fantasy"
"Obsidian Butterfly (An Anita Blake, Vampire Hunter, Book 9)","Fiction , Fantasy , Contemporary"
A Secret Atlas: Book One of the Age of Discovery,"Fiction , Fantasy , General"
"Hidden Warrior (Tamir Trilogy, Book 2)","Fiction , Fantasy , General"
The Forever King (Forever King Trilogy),"Fiction , Fantasy , Contemporary"
Slaves Unchained (Slave Trade Trilogy),"Fiction , Fantasy , General"
The Alchemyst: The Secrets of the Immortal Nicholas Flamel,"Young Adult Fiction , Fantasy , General"
"Alvin Journeyman (Tales of Alvin Maker, Book 4)","Fiction , Fantasy , General"
"The Touch of Twilight (Sign of the Zodiac, Book 3)","Fiction , Fantasy , General"
"Unleash the Night (Dark-Hunter, Book 9)","Fiction , Romance , Fantasy"
"Dead as a Doornail (Sookie Stackhouse/True Blood, Book 5)","Fiction , Fantasy , General"
Bound by Light (The Dark Crescent Sisterhood),"Fiction , Romance , Fantasy"
Castle Kidnapped,"Fiction , Fantasy , General"
Castle War!,"Fiction , Fantasy , General"
"Morgawr (The Voyage of the Jerle Shannara, Book 3)","Fiction , Fantasy , Epic"
Pastwatch: The Redemption of Christopher Columbus,"Fiction , Fantasy , General"
The Secret Hour (Midnighters #1),"Young Adult Fiction , Fantasy , General"
Jarka Ruus (High Druid of Shannara),"Fiction , Fantasy , Epic"
"King of Foxes (Conclave of Shadows, Book 2)","Fiction , Fantasy , General"
"Guardians of the Lost: Volume Two of the Sovereign Stone Trilogy (Sovereign Stone Series, 2)","Fiction , Fantasy , General"
Za'Varuk's Stone: Pleides Series: Book I,"Fiction , Fantasy , General"
"Date Me, Baby, One More Time (Immortally Sexy, Book 1)","Fiction , Romance , Fantasy"
"Passionate Thirst (Candace Steele, Vampire Killer, Book 1)","Fiction , Romance , Fantasy"
The Loneliest Magician (Dragon Nimbus),"Fiction , Fantasy , General"
The Sight,"Young Adult Fiction , Fantasy , General"
X-Rated Bloodsuckers (Felix Gomez),"Fiction , Fantasy , Contemporary"
"The Burning Stone (Crown of Stars, Vol. 3)","Fiction , Fantasy , Epic"
The Redemption of Althalus,"Fiction , Fantasy , General"
"Magic to the Bone (Allie Beckstrom, Book 1)","Fiction , Fantasy , Contemporary"
Seaward,"Young Adult Fiction , Fantasy , General"
"The Witch Doctor: Book III of A Wizard in Rhyme (A Wizard in Rhyme, Book 3)","Fiction , Fantasy , General"
Full Moon Rising,"Fiction , Romance , Fantasy"
Red Prophet (Alvin Maker),"Fiction , Fantasy , General"
Sex and the Single Vampire,"Fiction , Romance , Fantasy"
The Descent (Descent Series),"Fiction , Fantasy , General"
"Club Dead (Sookie Stackhouse/True Blood, Book 3)","Fiction , Fantasy , Contemporary"
Long Hot Summoning (Keeper's Chronicles),"Fiction , Fantasy , General"
Timeless Love,"Young Adult Fiction , Fantasy , General"
The Silver Gryphon (Mage Wars),"Fiction , Fantasy , General"
Kinsman's Oath,"Fiction , Romance , Fantasy"
Shame of Man (Geodyssey),"Fiction , Fantasy , General"
The Caterpillar's Question,"Fiction , Fantasy , General"
The Quest for the Fallen Star,"Fiction , Fantasy , General"
"The Red Wyvern (Dragon Mage, Book 1)","Fiction , Fantasy , Epic"
Black Ships,"Fiction , Fantasy , Historical"
The Glasswrights' Journeyman,"Fiction , Fantasy , General"
Blood Pact,"Fiction , Fantasy , General"
"The Granite Shield (Branion series, Book 3)","Fiction , Fantasy , General"
Heartlight,"Fiction , Fantasy , Contemporary"
Eyes of Silver,"Fiction , Fantasy , General"
The Arm of the Stone,"Fiction , Fantasy , Historical"
"Dragonsong (Harper Hall Trilogy, Book 1)","Young Adult Fiction , Fantasy , General"
"Dark Desires After Dusk (Immortals After Dark, Book 5)","Fiction , Romance , Fantasy"
Unleashed (Futuristic Romance),"Fiction , Romance , Fantasy"
Shadow Kiss,"Young Adult Fiction , Fantasy , General"
Lady of the Trillium,"Fiction , Fantasy , General"
Sanctuary: An Epic Novel of Thieves' World,"Fiction , Fantasy , Epic"
"Something from the Nightside (Nightside, Book 1)","Fiction , Fantasy , Contemporary"
"Seduced by Moonlight (Meredith Gentry, Book 3)","Fiction , Romance , Fantasy"
"Bastard Prince: Volume III of The Heirs of Saint Camber (The Heirs of Saint Camber, Vol 3)","Fiction , Fantasy , General"
All Together Dead (Sookie Stackhouse/True Blood),"Fiction , Fantasy , Contemporary"
From Dead to Worse (Sookie Stackhouse/True Blood),"Fiction , Fantasy , Contemporary"
"Shards of a Broken Crown (Serpentwar Saga, Book 4) (Serpentwar Saga, 4)","Fiction , Fantasy , General"
A Dragon-Lover's Treasury of the Fantastic,"Fiction , Fantasy , General"
"Masquerade (Blue Bloods, Book 2)","Young Adult Fiction , Fantasy , General"
The Crossing (The Border Trilogy),"Fiction , Fantasy , Contemporary"
Moonshine (Cal Leandros),"Fiction , Fantasy , Contemporary"
Hunter's Oath,"Fiction , Fantasy , General"
Dangerous Games,"Fiction , Fantasy , Contemporary"
Doppelganger,"Fiction , Fantasy , Contemporary"
"Dahut (King of Ys, Book 3)","Fiction , Fantasy , General"
"Hell to Pay (Nightside, Book 7)","Fiction , Fantasy , General"
Ironhand's Daughter: A Novel of the Hawk Queen,"Fiction , Fantasy , Epic"
"The Awakened Mage: Kingmaker, Kingbreaker: Book 2 (Kingmaker, Kingbreaker, 2)","Fiction , Fantasy , Epic"
The Merlin Effect,"Young Adult Fiction , Fantasy , General"
"Cast in Secret (Chronicles of Elantra, Book 3)","Fiction , Fantasy , General"
Santa Olivia,"Fiction , Fantasy , Paranormal"
The King of Ys: Gallicenae,"Fiction , Fantasy , General"
The Willing Spirit,"Fiction , Fantasy , General"
"The Elves and the Otterskin (World of the Alfar, Book 2)","Fiction , Fantasy , General"
Shaman's Crossing: Book One of The Soldier Son Trilogy,"Fiction , Fantasy , General"
Strange Candy,"Fiction , Fantasy , Short Stories"
"The Way of Shadows: The Night Angel Trilogy: Book 1 (Night Angel, 1)","Fiction , Fantasy , Epic"
Shattered Mirror (Den of Shadows),"Young Adult Fiction , Fantasy , General"
"Wicked: The Life and Times of the Wicked Witch of the West (Wicked Years, 1)","Fiction , Fantasy , General"
Primal Heat,"Fiction , Romance , Fantasy"
Glenraven (Hardcover),"Fiction , Fantasy , Contemporary"
Sharp Teeth,"Fiction , Fantasy , Contemporary"
"City of Stars (Stravaganza, Book 2)","Young Adult Fiction , Fantasy , Historical"
"Cerulean Sins (Anita Blake, Vampire Hunter, Book 11)","Fiction , Fantasy , Contemporary"
The Quillan Games (7) (Pendragon),"Young Adult Fiction , Fantasy , General"
Two Queens of Lochrin,"Fiction , Fantasy , General"
"The Prince of Ill Luck (Warhorse of Esdragon, Book 1)","Fiction , Fantasy , General"
Traitor to the Blood (The Noble Dead),"Fiction , Fantasy , General"
The Reluctant Sorcerer,"Fiction , Fantasy , General"
"Black Powder War (Temeraire, Book 3)","Fiction , Fantasy , Historical"
"Wolves of the Gods (Tales of the Timuras, Book 2)","Fiction , Fantasy , General"
"Seduced by Moonlight (Meredith Gentry, Book 3)","Fiction , Romance , Fantasy"
Time Transit (SHOMI),"Fiction , Romance , Fantasy"
Wolf Captured,"Fiction , Fantasy , Epic"
"School's Out - Forever (Maximum Ride, Book 2)","Young Adult Fiction , Fantasy , General"
Across the Face of the World,"Fiction , Fantasy , Epic"
Sorcery Rising: Book One of Fool's Gold,"Fiction , Fantasy , Epic"
The Tyranny of the Night: Book One of the Instrumentalities of the Night,"Fiction , Fantasy , General"
The Sleeping God (Dhulyn and Parno),"Fiction , Fantasy , General"
"Lord of the Shadows (The Second Sons Trilogy, Book 3)","Fiction , Fantasy , General"
A Wizard in Midgard,"Fiction , Fantasy , General"
Krondor the Betrayal:: Book One of the Riftwar Legacy,"Fiction , Fantasy , General"
The Prince of Shadow (Seven Brothers),"Fiction , Fantasy , Epic"
"Scar Night (Deepgate Codex, Book 1)","Fiction , Fantasy , General"
Knight of the Demon Queen (Winterlands),"Fiction , Fantasy , General"
Mace of Souls,"Fiction , Fantasy , General"
The Dragon's Dagger (The Spearwielder's Tale),"Fiction , Fantasy , Contemporary"
The Summoning,"Young Adult Fiction , Fantasy , General"
"White Witch, Black Curse (The Hollows, Book 7)","Fiction , Fantasy , Contemporary"
"Unquiet Dreams (Connor Grey, Book 2)","Fiction , Fantasy , Contemporary"
"Dark Legend (The Carpathians (Dark) Series, Book 7)","Fiction , Romance , Fantasy"
"Exile's Return (Conclave of Shadows, Book 3)","Fiction , Fantasy , General"
Take a Thief (Valdemar),"Fiction , Fantasy , Historical"
Caught In Crystal,"Fiction , Fantasy , General"
Nightlife (Cal Leandros),"Fiction , Fantasy , General"
The Gambler's Fortune: The Third Tale of Einarinn (The Tales of Einarinn),"Fiction , Fantasy , General"
A Stroke of Midnight,"Fiction , Romance , Fantasy"
The Lost Prince,"Fiction , Fantasy , General"
Carnivores of Light and Darkness (Journeys of the Catechist),"Fiction , Fantasy , General"
"Fade (Wake Series, Book 2)","Young Adult Fiction , Fantasy , General"
The Soldiers of Halla (10) (Pendragon),"Young Adult Fiction , Fantasy , General"
"Going Under (Quantum Gravity, Book 3)","Fiction , Fantasy , Contemporary"
City of Souls,"Fiction , Fantasy , Contemporary"
"Nightwalker (Dark Days, Book 1)","Fiction , Fantasy , Contemporary"
"A Caress of Twilight (Meredith Gentry, Book 2)","Fiction , Fantasy , General"
"Chill Factor (Weather Warden, Book 3)","Fiction , Fantasy , Contemporary"
"Queen of Demons: The second book in the epic saga of 'The Lord of the Isles' (Lord of the Isles, 2)","Fiction , Fantasy , General"
"Fatal Revenant (The Last Chronicles of Thomas Covenant, Book 2)","Fiction , Fantasy , Epic"
"Stargazer (Oasis Series, Book 1)","Fiction , Romance , Fantasy"
"Empress (Godspeaker, Book 1)","Fiction , Fantasy , Epic"
Bras & Broomsticks (Magic In Manhattan),"Young Adult Fiction , Fantasy , Wizards & Witches"
Dragon (Vlad),"Fiction , Fantasy , General"
"You're So Vein (The Others, Book 14)","Fiction , Fantasy , Contemporary"
Haunted,"Fiction , Fantasy , Contemporary"
"Hunter's Moon (Nightcreature, Book 2)","Fiction , Romance , Fantasy"
"The Glass Books of the Dream Eaters, Volume Two","Fiction , Fantasy , Epic"
"Wicked Fantasy (The Castle of Dark Dreams, Book 3)","Fiction , Romance , Fantasy"
"Requiem for the Sun (Symphony of Ages Book 4) (The Symphony of Ages, 4)","Fiction , Fantasy , General"
Servant of the Dragon,"Fiction , Fantasy , Epic"
Shadowmarch: Shadowmarch: Volume I,"Fiction , Fantasy , General"
"Midnight Reign (Vampire Babylon, Book 2)","Fiction , Fantasy , Contemporary"
The Helmsman,"Fiction , Fantasy , General"
"Kiss of Midnight (The Midnight Breed, Book 1)","Fiction , Romance , Fantasy"
Embrace the Night (Cassandra Palmer),"Fiction , Fantasy , Contemporary"
Back To The Divide,"Young Adult Fiction , Fantasy , General"
"Protector of the Flight (The Summoning, Book 3)","Fiction , Romance , Fantasy"
Of Bees and Mist: A Novel,"Fiction , Fantasy , General"
Ladylord,"Fiction , Fantasy , General"
Blood Trail: Victory Nelson Private Investigator: Otherworldly Crimes a Specialty,"Fiction , Fantasy , General"
The Outlaw Demon Wails,"Fiction , Fantasy , Contemporary"
"Evernight (Evernight, Book 1)","Young Adult Fiction , Fantasy , General"
Dog Wizard (Windrose Chronicles #3),"Fiction , Fantasy , General"
"Tempted (House of Night, Book 6)","Young Adult Fiction , Fantasy , General"
Angel with Attitude (Warner Forever),"Fiction , Romance , Fantasy"
The Last Guardian of Everness (Chronicles of Everness),"Fiction , Fantasy , Epic"
"Grave Surprise (Harper Connelly Mysteries, Book 2)","Fiction , Fantasy , Contemporary"
"Legacy (The Sharing Knife, Book 2)","Fiction , Fantasy , General"
Out of Time,"Fiction , Fantasy , Contemporary"
The Fourth Bear: A Nursery Crime,"Fiction , Fantasy , General"
Deathwish (Cal Leandros),"Fiction , Fantasy , General"
"The Riven Kingdom (The Godspeaker Trilogy, 2)","Fiction , Fantasy , Epic"
A Rush of Wings: Book One of The Maker's Song,"Fiction , Fantasy , Contemporary"
The Star of Kazan,"Young Adult Fiction , Fantasy , General"
"Inu-Yasha : A Feudal Fairy Tale, Vol. 2","Young Adult Fiction , Fantasy , General"
Greenwitch (The Dark is Rising Sequence),"Young Adult Fiction , Fantasy , General"
"Midnight Moon (Nightcreature, Book 5)","Fiction , Romance , Fantasy"
"Smoke and Shadows (The Smoke Trilogy, Book 1)","Fiction , Fantasy , Contemporary"
"Smoke and Ashes (The Smoke Trilogy, Book 3)","Fiction , Fantasy , Contemporary"
End Game (Tom Clancy's Net Force),"Young Adult Fiction , Fantasy , General"
Grave Surprise (Harper Connelly Mysteries),"Fiction , Fantasy , General"
Witch & Wizard,"Young Adult Fiction , Fantasy , General"
Queen of Demons,"Fiction , Fantasy , Epic"
"Iron Kissed (Mercy Thompson, Book 3)","Fiction , Fantasy , General"
The Angel Experiment: A Maximum Ride Novel (Book 1),"Young Adult Fiction , Fantasy , General"
Grimm's Fairy Tales (Barnes & Noble Classics),"Fiction , Fantasy , General"
"Son of a Witch: Volume Two in the Wicked Years (Wicked Years, 2)","Fiction , Fantasy , General"
Naked Empire (Sword of Truth),"Fiction , Fantasy , Epic"
Firebirds: An Anthology of Original Fantasy and Science Fiction,"Young Adult Fiction , Fantasy , General"
Undead and Unappreciated,"Fiction , Romance , Fantasy"
"Prophecy of the Sisters (Prophecy of the Sisters Trilogy, Book I)","Young Adult Fiction , Fantasy , General"
Hood (King Raven Trilogy),"Fiction , Fantasy , General"
Shifting Plains (A Shifting Plains Novel),"Fiction , Romance , Fantasy"
Sisters of Isis: The Summoning (Sisters of Isis #1),"Young Adult Fiction , Fantasy , General"
Black Water (Pendragon #5),"Young Adult Fiction , Fantasy , General"
